No,FECHA ,ALCALDÍA,GIRO,DENOMINACIÓN,DILIGENCIA
262,10/17/2020,ALVARO OBREGON,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,SAMBUECA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
263,10/17/2020,MIGUEL HIDALGO,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,CARAJILLO,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
264,10/22/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,COTORRITOS ,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
265,10/23/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,LA NUMANTINA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
266,10/23/2020,TLALPAN,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,DEMBOW,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
267,10/24/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,GOMITAS,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
268,10/24/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,REVEN,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
269,10/24/2020,MIGUEL HIDALGO,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,BRASSI,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
270,10/24/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,LOS NECIOS,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
271,10/29/2020,CUAUHTEMOC,BILLAR,CHAPULTEPOOL CITY,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
272,10/29/2020,CUAUHTEMOC,RESTAURANTE BAR,BACANA 23,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
273,10/29/2020,BENITO JUAREZ,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,ESTAKRBON,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
274,10/29/2020,BENITO JUAREZ,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,FANDO LIZ,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
275,10/30/2020,CUAUHTEMOC,BAR,LA JUNGLA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
276,10/30/2020,TLALPAN,BAR,ENCHULA TU CHELA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
277,10/31/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO ,CAFÉ BIZZARRO,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
278,10/31/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO ,LUNA NEGRA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
279,10/31/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO ,SUPRA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
280,11/6/2020,TLALPAN,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,EL JAIBOL,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
281,11/6/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,LA CHOPERIA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
282,11/6/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,PATA NEGRA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
283,11/6/2020,COYOACAN,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,THE HOUSE DRINK,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
284,11/12/2020,BENITO JUAREZ,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,BABY BON,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
285,11/12/2020,BENITO JUAREZ,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,LA BARTOLA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
286,11/13/2020,CUAUHTÉMOC,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,LIMA 700,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
287,11/13/2020,CUAUHTÉMOC,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,RINCONCITO CEVICHERO,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
288,11/13/2020,ÁLVARO OBREGÓN,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,SIN DENOMINACIÓN,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
289,11/13/2020,CUAJIMALPA DE MORELOS,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,SENS,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
290,11/13/2020,CUAUHTÉMOC,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,TOLEDO ROOFTOP,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
291,11/14/2020,MIGUEL HIDALGO,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,FISHERS,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
292,11/20/2020,ALVARO OBREGON,RESTAURANTE,TOP SAN ANGEL,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
293,11/20/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICA EN ENVASE ABIERTO,COOPER WINGS & WING STATION,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
294,11/21/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,LA GAYTA PUSSY,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
295,11/26/2020,BENITO JUAREZ,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,LOS CASTILLEJOS,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
296,11/26/2020,CUAUHTEMOC,RESTAURANTE,NO ES ARM,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
297,11/26/2020,AZCAPOTZALCO,RESTAURANTE BAR,ALAMEDA BEER,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
298,11/27/2020,COYOACÁN,RESTAURANTE,PUERCA NEGRA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
299,11/27/2020,TLALPAN,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,EL TORITO,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
300,11/27/2020,CUAUHTÉMOC,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,MEXIQUITO,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
301,11/27/2020,TLALPAN,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,LA PULQUERÍA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
302,11/27/2020,COYOACÁN,TAQUERÍA,LOS DE LOMO DE COYOACÁN,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
303,11/27/2020,TLALPAN,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,LA SAETA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
304,11/28/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,PERALTA BAR,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
305,11/28/2020,TLALPAN,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,CRIMINAL WINGS,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
306,11/28/2020,COYOACAN,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,BAR DUBAI,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
307,11/28/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,EL KALIMAN,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
308,11/28/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,LA 5A. TERRAZA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
309,11/28/2020,TLALPAN,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO,TEIKIT,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
310,12/3/2020,CUAUHTEMOC,RESTAURANTE BAR,GANTE CAFÉ,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
311,12/3/2020,CUAUHTEMOC,BAR,LA MEXA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
312,12/3/2020,CUAUHTEMOC,RESTAURANTE BAR,SARINA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
313,12/3/2020,MIGUEL HIDALGO,RESTAURANTE,ROCCO E SIMONA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
314,12/3/2020,TLALPAN,TAQUERÍA,LA TAQUERÍA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
315,12/3/2020,TLALPAN,RESTAURANTE,PARRILLA AL PUNTO,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
316,12/4/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS,LA MARCHELA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
317,12/4/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS,COCTEL GRILL & BAR,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
318,12/4/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS,LA ISLA DEL DRAGÓN,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
319,12/4/2020,CUAUHTEMOC,RESTAURANTE ,EL TIMÓN DE CORTEZ,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
320,12/4/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS,SIN DENOMINACIÓN,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
321,12/4/2020,ALVARO OBREGON,RESTAURANTE BAR,JAIBOL,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
322,12/4/2020,MIGUEL HIDALGO,RESTAURANTE,TEPEPAN,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
323,12/4/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS,FRANKFURT,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
324,12/4/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS,LUNA NEGRA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
325,12/5/2020,TLALPAN,VENTA DE BEBIDAS ALCOHOLICAS,LOS GOLFOS DE MÉXICO,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
326,12/5/2020,TLALPAN,VENTA DE BEBIDAS ALCOHOLICAS,EL JAIBOL,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
327,12/5/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS,CERVECERÍA CHAPULTEPEC,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
328,12/5/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO O AL COPEO,CENTRICO,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
329,12/8/2020,CUAUHTEMOC,RESTAURANTE,EL CALIFA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
330,12/10/2020,CUAUHTEMOC,RESTAURANTE,MAXIMO,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
331,12/10/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO O AL COPEO,PAKALY,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
332,12/10/2020,TLALPAN,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO O AL COPEO,EL JAIBOL,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
333,12/10/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO O AL COPEO,RESTAURANTE LA SURIANITA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
334,12/10/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO O AL COPEO,PIZZERIA NOSFERATU Y EL GRIFO,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
335,12/10/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO O AL COPEO,AKEL ARREM,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
336,12/11/2020,CUAUHTEMOC,PULQUERÍA,PULQUERÍA CON TRADICIÓN PANANA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
337,12/11/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO O AL COPEO,VANCOUVER WINGS,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
338,12/11/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO O AL COPEO,TAQUERÍA EL GÛERO,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
339,12/11/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO O AL COPEO,CUEVA DE LOBOS,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
340,12/11/2020,TLALPAN,RESTAURANTE,WINGS CITY,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
341,12/11/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS AL COPEO,SOFIA BONITA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
342,12/11/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO O AL COPEO,PUNTO CERO MAYA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
343,12/11/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO O AL COPEO,LA TABERNA DEL PACÍFICO,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
344,12/11/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO O AL COPEO,RUSTIK,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
345,12/11/2020,BENITO JUAREZ,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO O AL COPEO,LA PICUDA REVOLUCIONARIA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
346,12/11/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO O AL COPEO,JAPAN,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
347,12/12/2020,CUAUHTEMOC,RESTAURANTE BAR,BURGER BAR JOINT,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
348,12/12/2020,ALVARO OBREGON,VENTA DE BEBIDAS ALCOHOLICAS ,EL JAIBOL,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
349,12/12/2020,MIGUEL HIDALGO,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO O AL COPEO,LA CASA DEL PASTOR,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
350,12/16/2020,BENITO JUAREZ,OFICINAS DE ASESORÍA ADMINISTRATIVA,BORIAN,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
351,12/16/2020,BENITO JUAREZ,RESTAURANTE CON VENTA DE BEBIDAS ALCOHOLICAS,TAQUEARTE,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
352,12/16/2020,CUAUHTEMOC,RESTAURANTE CON VENTA DE BEBIDAS ALCOHOLICAS,NONNA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
353,12/16/2020,CUAUHTEMOC,RESTAURANTE CON VENTA DE BEBIDAS ALCOHOLICAS,RESTAURANTE SONORA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
354,12/17/2020,BENITO JUAREZ,CORPORATIVO,CORPORATIVO AROCHI MARROQUIN & LINDNER S.C.,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
355,12/17/2020,COYOACAN,RESTAURANTE CON VENTA DE BEBIDAS ALCOHOLICAS,EL ASADO DE CARLOS,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
356,12/17/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS,LA NUEVA CASA DEL ABOGADO,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
357,12/17/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS,TAQUERÍA TLAQUEPAQUE,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
358,12/17/2020,CUAUHTEMOC,RESTAURANTE,EL TIEMPO,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
359,12/17/2020,CUAUHTEMOC,TIENDA DEPARTAMENTAL,ARMY MX,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
360,12/17/2020,CUAUHTEMOC,RESTAURANTE BAR,MALAFAMA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
361,12/18/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS,EL ASERRÍN,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
362,12/18/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICAS,MR CONDESA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
363,12/18/2020,ALVARO OBREGON,VENTA DE BEBIDAS ALCOHOLICAS EN ENVASE ABIERTO O AL COPEO,OI'DEN PRIME HOUSE,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
364,12/18/2020,CUAUHTEMOC,RESTAURANTE,PARRILLA ARGENTINA DEL 10,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
365,12/18/2020,CUAUHTEMOC,RESTAURANTE,NAMI NAMI,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
366,12/18/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICA EN ENVASE ABIERTO,LA BONACHELA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
367,12/18/2020,BENITO JUAREZ,RESTAURANTE BAR,BOTANERO,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
368,12/18/2020,ALVARO OBREGON,VENTA DE BEBIDAS ALCOHOLICA EN ENVASE ABIERTO,TOP SAN ANGEL,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
369,12/18/2020,CUAUHTEMOC,VENTA DE BEBIDAS ALCOHOLICA EN ENVASE ABIERTO,LUNA NEGRA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
370,12/19/2020,TLALPAN,VENTA DE BEBIDAS ALCOHOLICAS,EL SANSODRAMO,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
371,12/22/2020,GUSTAVO A. MADERO,AUTOLAVADO,SIN DENOMINACION,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
372,12/22/2020,CUAUHTEMOC,ZAPATERÍA,PANAM,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
373,12/22/2020,CUAUHTEMOC,TIENDA DE ROPA,GOGA & Có KIDS,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
374,1/1/2021,TLALPAN,RESTAURANTE BAR,LA TAQUERÍA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
375,1/6/2021,BENITO JUAREZ,GIMNASIO,EGOS GYM,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
376,1/11/2021,CUAUHTEMOC,GIMNASIO,BODY FITNESS PILATES,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
377,1/21/2021,BENITO JUAREZ,RESTAURANTE ,SUSHI DASHI,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
378,1/21/2021,BENITO JUAREZ,RESTAURANTE ,MACAUTO,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
379,1/22/2021,CUAUHTEMOC,BAR,BALAGAN,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
380,1/22/2021,CUAUHTEMOC,BAR,VECCIA ROMA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
381,1/22/2021,COYOACAN,RESTAURANTE,LA MITICA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
382,1/22/2021,COYOACAN,RESTAURANTE,THE HOSE DRINK,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
383,1/22/2021,IZTAPALAPA,RESTAURANTE,MATILDES,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
384,1/23/2021,MIGUEL HIDALGO,RESTAURANTE,LA CHULA TAQUERÍA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
385,1/23/2021,CUAUHTEMOC,RESTAURANTE BAR,ZONA CERO,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
386,1/27/2021,BENITO JUÁREZ,OFICINAS,ASESORÍA DELTA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
387,1/28/2021,CUAUHTEMOC,RESTAURANTE ,LA TERRAZA DE GENOVA,IMPLEMENTACION MEDIDAS CAUTELARES CONSISTENTE SUSPENSIÓN DE ACTIVIDADES
